UART Data,,
42046580,123,05 03 03 F3 00 0E 35 FD 
42149812,124,05 03 1C 00 01 01 FE 00 00 00 00 00 10 00 86 01 FE 00 0B 00 00 00 00 5A A5 01 9D 00 EB 01 48 47 00 
42548072,125,06 03 03 F3 00 0E 35 CE 
43049568,126,03 03 08 33 00 16 37 89 
43171932,127,03 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A1 00 40 00 80 02 2C 00 00 00 78 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 C3 FE 
43573948,128,03 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 5C 58 
43611216,129,03 10 07 CF 00 05 30 A3 
44052560,130,04 03 08 33 00 16 36 3E 
44174688,131,04 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A0 00 3F 00 7E 02 2A 00 00 00 76 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 F8 34 
44576960,132,04 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 EE 69 
44613212,133,04 10 07 CF 00 05 31 14 
45157528,134,01 03 0B B9 00 15 57 C4 01 03 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0A 03 06 00 00 00 04 00 19 00 0B 00 1B 00 0D 00 2A B2 F7 
45557044,135,02 03 0B B9 00 15 57 F7 
46435244,136,00 10 07 D1 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 07 D1 00 01 00 01 02 26 00 00 00 0A 03 05 00 09 00 09 00 00 00 00 00 00 00 A5 01 F5 02 2C 00 00 01 0A 00 9E FF E5 00 00 00 00 00 9E FF E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AD 00 B2 00 00 00 00 02 C4 02 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 2E 00 00 00 00 00 00 02 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB 00 D8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3B 00 3B 00 00 00 A5 6F 6F 
46936736,137,00 10 08 2B 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 08 2B 00 00 00 00 FF E3 FF E4 00 25 00 00 5A A5 00 00 00 00 00 00 00 87 00 21 00 86 00 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 FE 00 00 00 00 00 00 00 33 00 33 00 80 00 41 02 2C 02 0B 00 00 00 00 00 33 00 33 00 7E 00 3F 02 2A 02 0B 00 00 00 00 01 FE 00 0B 01 9D 01 48 00 00 00 00 00 00 00 00 00 00 00 00 00 86 00 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 03 00 00 00 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0D 19 
47061552,138,05 03 03 F3 00 0E 35 FD 
47164496,139,05 03 1C 00 01 01 FE 00 00 00 00 00 10 00 86 01 FE 00 0B 00 00 00 00 5A A5 01 9D 00 EA 01 48 16 C0 
47563044,140,06 03 03 F3 00 0E 35 CE 
48064540,141,03 03 08 33 00 16 37 89 
48187060,142,03 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A2 00 40 00 80 02 2C 00 00 00 78 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 73 FF 
48588928,143,03 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 5C 58 
48625352,144,03 10 07 CF 00 05 30 A3 
49067528,145,04 03 08 33 00 16 36 3E 
49189684,146,04 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A1 00 3F 00 7E 02 2A 00 00 00 76 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 69 F4 
49591932,147,04 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 EE 69 
49628392,148,04 10 07 CF 00 05 31 14 
50172424,149,01 03 0B B9 00 15 57 C4 01 03 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0A 03 06 00 00 00 04 00 19 00 0B 00 1B 00 0D 00 2A B2 F7 
50572040,150,02 03 0B B9 00 15 57 F7 
51450240,151,00 10 07 D1 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 07 D1 00 01 00 01 02 26 00 00 00 0A 03 05 00 09 00 09 00 00 00 00 00 00 00 A5 01 F5 02 2B 00 00 01 0A 00 9E FF E5 00 00 00 00 00 9E FF E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AC 00 B1 00 00 00 00 02 C3 02 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 2E 00 00 00 00 00 00 02 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB 00 D8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3C 00 3B 00 00 00 A5 DC 8C 
